Time,Levels(ft),Inflows(Cs),Disch(Cs)
2015.945,1656.02,9694,17558
2015.948,1655.44,7268,17633
2015.951,1654.89,7971,17800
2015.953,1654.3,7255,17800
2015.956,1653.69,7348,18250
2015.959,1653.07,7247,18328
2015.962,1652.4,6446,18421
2015.964,1651.72,6319,18472
2015.967,1651.05,6326,18300
2015.97,1650.35,6000,18510
2015.973,1649.65,5652,18163
2015.975,1648.99,6042,17837
2015.978,1648.3,5200,17532
2015.981,1647.69,6097,17000
2015.984,1647.05,5562,17000
2015.986,1646.39,5168,16963
2015.989,1645.76,5590,16850
2015.992,1645.16,6126,16850
2015.995,1644.51,5154,16770
2015.997,1643.96,5514,15344
2016,1643.44,5607,14900
2016.003,1642.89,5368,15198
2016.005,1642.33,5523,15532
2016.008,1641.76,5611,15798
2016.011,1641.16,5176,15900
2016.014,1640.59,5535,15900
2016.016,1640.02,5932,15941
2016.019,1639.44,6517,15900
2016.022,1638.9,6967,15671
2016.025,1638.34,6793,15819
2016.027,1637.76,6633,15981
2016.03,1637.16,6341,16011
2016.033,1636.54,6332,16325
2016.036,1636,6517,15221
2016.038,1635.48,6218,14600
2016.041,1634.95,5858,14400
2016.044,1634.43,5688,14069
2016.046,1633.92,5919,14140
2016.049,1633.38,5396,14100
2016.052,1632.85,5600,14141
2016.055,1632.3,5614,14479
2016.057,1631.71,5157,14667
2016.06,1631.09,4708,14700
2016.063,1630.45,4684,15000
2016.066,1629.82,4845,15000
2016.068,1629.19,4847,15000
2016.071,1628.59,4563,14234
2016.074,1627.98,4515,14347
2016.077,1627.3,4358,15318
2016.079,1626.7,6087,15758
2016.082,1626.06,5764,16079
2016.085,1625.3,4450,16700
2016.087,1624.61,5729,16850
2016.09,1623.87,5739,17667
2016.093,1623.11,5225,17474
2016.096,1622.32,4959,17692
2016.098,1621.54,5271,17842
2016.101,1620.73,5173,18229
2016.104,1619.9,5109,18300
2016.107,1619.04,5907,18156
2016.109,1618.26,6799,17908
2016.112,1617.43,6505,18329
2016.115,1616.54,5807,18482
2016.117,1615.63,5737,18700
2016.12,1614.68,5241,18772
2016.123,1613.75,5354,18600
2016.126,1612.78,4784,18600
2016.128,1611.85,5297,18544
2016.131,1610.85,4216,18460
2016.134,1609.8,3702,18658
2016.137,1607.77,4086,18756
2016.139,1607.87,4814,17634
2016.142,1607.1,6266,17234
2016.145,1606.31,6009,17261
2016.148,1605.48,5517,17339
2016.15,1604.62,5356,17606
2016.153,1603.74,5450,17983
2016.156,1602.86,5694,18229
2016.158,1601.9,4793,18467
2016.161,1600.94,5022,18696
2016.164,1599.79,5807,21817
2016.167,1598.32,6903,25249
2016.169,1596.72,7029,26997
2016.172,1595.1,7260,27479
2016.175,1593.45,7319,27911
2016.178,1591.92,6990,26085
2016.18,1590.75,6528,21130
2016.183,1589.68,5659,19013
2016.186,1588.52,5494,19971
2016.189,1587.26,5767,21492
2016.191,1585.91,5607,22456
2016.194,1584.63,5942,21917
2016.197,1583.97,7382,15618
2016.199,1583.82,9290,11162
2016.202,1583.78,10653,11153
2016.205,1583.5,8271,11765
2016.208,1583.02,6504,12494
2016.21,1582.52,6131,12371
2016.213,1582.16,7417,11910
2016.216,1581.97,9691,12063
2016.219,1581.63,8030,12274
2016.221,1581.25,7213,11955
2016.224,1580.96,8173,11792
2016.227,1580.67,8362,11981
2016.23,1580.21,6201,11942
2016.232,1579.69,6698,12535
2016.235,1579.1,7094,13216
2016.238,1578.45,6978,13724
2016.24,1577.8,6650,13394
2016.243,1577.1,6708,13971
2016.246,1576.4,6745,14009
2016.249,1575.8,7535,13761
2016.251,1575.22,6847,12865
2016.254,1574.7,7302,12698
2016.257,1574.4,9237,12350
2016.26,1574.3,11293,12330
2016.262,1574.3,11970,11970
2016.265,1574.28,11712,11920
2016.268,1574.01,8968,11769
2016.27,1573.76,8776,11370
2016.273,1573.5,8742,11440
2016.276,1573.08,7136,11494
2016.279,1572.69,7078,11124
2016.281,1572.26,6788,11250
2016.284,1571.83,6912,11375
2016.287,1571.36,6749,11625
2016.29,1570.94,7017,11375
2016.292,1570.49,7437,12107
2016.295,1569.73,7703,15589
2016.298,1569.27,11217,15990
2016.301,1569.14,14777,16125
2016.303,1568.72,12010,16368
2016.306,1568.2,11771,17167
2016.309,1567.58,11554,17988
2016.311,1566.81,10422,18411
2016.314,1566,10549,18954
2016.317,1564.95,8306,19200
2016.32,1563.91,8576,19367
2016.322,1562.75,7262,19300
2016.325,1561.5,5863,18833
2016.328,1560.38,6956,18577
2016.331,1559.32,8018,17659
2016.333,1558.48,10761,17800
2016.336,1557.75,12356,18473
2016.339,1557.38,15434,18535
2016.342,1557.32,18111,18613
2016.344,1557.25,17381,17968
2016.347,1556.76,13987,18092
2016.35,1556.4,16158,19175
2016.352,1556.11,16878,19308
2016.355,1556.65,24137,19612
2016.358,1557.78,29318,19850
2016.361,1559,29890,19667
2016.363,1559.86,26407,19200
2016.366,1559.98,20501,19497
2016.369,1560.39,23936,19720
2016.372,1560.79,24282,20132
2016.374,1560.9,21338,19988
2016.377,1560.62,19900,19900
2016.38,1561.12,22970,20895
2016.383,1561.28,23239,21580
2016.385,1561.88,27776,21550
2016.388,1563.28,34419,19892
2016.391,1564.24,28994,19033
2016.393,1565.53,32054,18669
2016.396,1566.57,28672,17881
2016.399,1567.56,27590,17317
2016.402,1567.66,18560,17522
2016.404,1567.47,16110,18083
2016.407,1567.62,19658,18100
2016.41,1567.99,22074,18235
2016.413,1568.65,22139,15290
2016.415,1569,18441,14810
2016.418,1569.4,20522,16372
2016.421,1569.89,23993,18908
2016.423,1570.63,26395,18717
2016.426,1571.34,26094,18727
2016.429,1572.36,29660,19075
2016.432,1572.95,32537,26415
2016.434,1573.1,31475,29919
2016.437,1573.04,30292,30915
2016.44,1573.06,31377,31169
2016.443,1573.11,32449,31930
2016.445,1573.1,33708,33708
2016.448,1573.08,33649,33961
2016.451,1573.11,32530,32218
2016.454,1572.91,28646,30721
2016.456,1572.58,28028,31453
2016.459,1572.19,28404,32450
2016.462,1571.92,29617,32419
2016.464,1572.15,35760,33373
2016.467,1572.43,36404,33500
2016.47,1572.56,34891,33541
2016.473,1572.88,36861,33541
2016.475,1573.16,36324,33418
2016.478,1573.27,35160,34020
2016.481,1573.37,35038,34000
2016.484,1573.45,34913,34083
2016.486,1573.57,35245,34000
2016.489,1573.87,37113,34000
2016.492,1574.16,36743,33733
2016.495,1574.57,37120,32867
2016.497,1574.76,34713,32741
2016.5,1575.05,35627,32618
2016.503,1575.86,38358,29953
2016.505,1576.22,32116,28380
2016.508,1576.54,32311,28991
2016.511,1577.75,42812,30257
2016.514,1578.8,41849,30954
2016.516,1579.61,40659,32253
2016.519,1579.83,35706,33424
2016.522,1580,34902,33138
2016.525,1580.35,36827,32459
2016.527,1580.68,37017,32899
2016.53,1580.77,35102,33978
2016.533,1581,36951,34081
2016.536,1581.29,37619,34000
2016.538,1582.07,43819,34083
2016.541,1583.02,45398,33242
2016.544,1584.13,45871,32019
2016.546,1586.11,56012,31300
2016.549,1588.45,60420,31217
2016.552,1589.47,45131,32400
2016.555,1589.75,36556,33062
2016.557,1590.4,41194,33082
2016.56,1590.99,40239,32876
2016.563,1591.32,37366,33247
2016.566,1591.57,36420,33000
2016.568,1591.86,36919,33300
2016.571,1592.1,36255,33259
2016.574,1592.39,33904,30285
2016.577,1592.72,32286,28167
2016.579,1593.94,40716,25491
2016.582,1595.46,43236,24266
2016.585,1596.78,39557,23083
2016.587,1598.77,47960,23124
2016.59,1600.62,47223,23041
2016.593,1602,42615,22959
2016.596,1603.46,44338,23542
2016.598,1606.3,64160,23708
2016.601,1608.84,59220,23041
2016.604,1612.16,70288,23000
2016.607,1615.93,76781,23083
2016.609,1618.67,62028,23000
2016.612,1620.96,57417,23000
2016.615,1623.45,62968,22835
2016.617,1625.45,55236,23000
2016.62,1626.94,47098,23082
2016.623,1628.46,47498,23000
2016.626,1629.59,41564,23350
2016.628,1630.52,38639,23650
2016.631,1631.7,42669,23650
2016.634,1632.54,37108,23568
2016.637,1633.59,40384,23650
2016.639,1634.36,35466,23056
2016.642,1635.37,39279,23000
2016.645,1636.36,38957,23000
2016.648,1637.27,37668,23000
2016.65,1638.26,38039,22083
2016.653,1638.98,34604,23000
2016.656,1640.13,41016,22252
2016.658,1641.13,36961,19089
2016.661,1642.38,38908,16567
2016.664,1643.75,38743,14257
2016.667,1645,37333,14994
2016.669,1646.34,39883,15934
2016.672,1647.31,32984,15648
2016.675,1648.04,30343,17296
2016.678,1648.63,28986,18442
2016.68,1649.06,27054,1969
2016.683,1649.23,23411,20373
2016.686,1649.41,23756,20538
2016.689,1649.58,24376,21338
2016.691,1649.73,24101,21420
2016.694,1649.89,25030,22170
2016.697,1650.06,25523,22486
2016.699,1650.4,28677,22600
2016.702,1650.7,28042,22680
2016.705,1650.76,23565,22493
2016.708,1650.73,22443,22979
2016.71,1650.68,22069,22963
2016.713,1650.63,22528,23422
2016.716,1650.57,22473,23545
2016.719,1650.44,21140,23463
2016.721,1650.38,22136,23208
2016.724,1650.38,22669,22669
2016.727,1650.51,24407,22084
2016.73,1650.57,22522,21450
2016.732,1650.53,20429,21144
2016.735,1650.31,16742,20673
2016.738,1650.16,17494,20176
2016.74,1650.04,18281,20425
2016.743,1649.77,14948,19773
2016.746,1649.68,15961,17570
2016.749,1649.47,15181,18934
2016.751,1649.18,17106,22289
2016.754,1649.11,21476,21476
2016.757,1649,19629,21595
2016.76,1648.77,17381,21491
2016.762,1648.68,16592,18201
2016.765,1648.41,15466,20291
2016.768,1648.05,14843,21277
2016.77,1647.61,14114,21979
2016.773,1646.92,10420,22752
2016.776,1646.32,12049,22772
2016.779,1645.7,11733,22813
2016.781,1645.08,11296,22377
2016.784,1644.6,10760,19339
2016.787,1644.1,8516,17452
2016.79,1643.52,9187,19553
2016.792,1643.04,10060,18638
2016.795,1642.54,9943,18880
2016.798,1642.16,12008,18800
2016.801,1640.68,9827,18405
2016.803,1641.19,9089,17846
2016.806,1640.66,8285,17758
2016.809,1640.06,7177,17900
2016.811,1639.3,7060,19415
2016.814,1638.72,10970,20319
2016.817,1638.22,10012,18070
2016.82,1637.76,8656,16070
2016.822,1637.43,9010,14328
2016.825,1637.16,9312,13664
2016.828,1636.8,7574,13377
2016.831,1636.44,7598,13400
2016.833,1636.1,8041,13521
2016.836,1635.84,9417,13608
2016.839,1635.58,9454,13645
2016.842,1635.26,8348,13505
2016.844,1634.98,8718,13232
2016.847,1634.62,7540,13342
2016.85,1634,6828,13271
2016.852,1633.85,7116,13080
2016.855,1633.45,6753,13200
2016.858,1633.09,7438,13240
2016.861,1632.68,6547,13155
2016.863,1632.32,7103,12906
2016.866,1631.92,6643,13090
2016.869,1631.56,6987,12789
2016.872,1631.16,6348,12795
2016.874,1630.81,6707,12349
2016.877,1630.48,6550,11869
2016.88,1630.13,6654,12294
2016.883,1629.81,7251,12410
2016.885,1629.44,6882,12845
2016.888,1629.01,6829,13598
2016.891,1628.55,6137,13551
2016.893,1628.12,6760,13691
2016.896,1627.65,5617,13191
2016.899,1627.18,5908,13484
2016.902,1626.66,5519,13900
2016.904,1626.15,5974,14194
2016.907,1625.63,5952,14333
2016.91,1625.13,6529,14588
2016.913,1624.56,5825,15013
2016.915,1623.95,5430,15262
2016.918,1623.36,5672,15182
2016.921,1622.73,5470,15623
2016.923,1622.05,5479,16439
2016.926,1621.38,5811,16611
2016.929,1620.73,5790,16266
2016.932,1620.03,5018,16300
2016.934,1619.29,5783,16380
2016.937,1618.6,6472,16300
2016.94,1617.89,6472,16585
2016.943,1617.15,6017,16558
2016.945,1616.44,6336,16498
2016.948,1615.74,6680,16650
2016.951,1615.04,6160,16131
2016.954,1614.31,5699,16098
2016.956,1613.61,6302,16272
2016.959,1612.85,5427,16252
2016.962,1612.09,5565,16390
2016.964,1611.32,5433,16400
2016.967,1610.57,5820,16503
2016.97,1609.8,5350,16318
2016.973,1609.02,5235,16345
2016.975,1608.3,5716,15971
2016.978,1607.57,5184,15582
2016.981,1606.9,4820,14363
2016.984,1606.25,5600,14858
2016.986,1605.6,6012,15271
2016.989,1604.9,5392,15363
2016.992,1604.17,5051,15449
2016.995,1603.49,5985,15670
2016.997,1602.8,5889,15717
2017,1602.09,5280,15393
2017.003,1601.36,5033,15430
2017.005,1600.62,4777,15318
2017.008,1599.88,5020,15349
2017.011,1599.14,6174,15409
2017.014,1598.4,6259,15495
2017.016,1597.78,7740,15478
2017.019,1597.26,8120,14609
2017.022,1596.72,7353,14290
2017.025,1596.06,5959,14196
2017.027,1595.43,5731,13595
2017.03,1594.82,5570,13182
2017.033,1594.2,5910,13648
2017.036,1593.56,6121,14108
2017.038,1592.87,5614,14225
2017.041,1592.21,5673,13910
2017.044,1591.58,6086,13950
2017.047,1590.88,5222,13958
2017.049,1590.12,4754,14238
2017.052,1589.39,5410,14521
2017.055,1588.55,4739,15223
2017.058,1587.72,4903,15261
2017.06,1586.93,5668,15528
2017.063,1586.11,5200,15433
2017.066,1585.31,4948,14933
2017.068,1584.7,6312,13925
2017.071,1584.36,8315,12558
2017.074,1584.3,11031,11780
2017.077,1583.9,7106,12098
2017.079,1583.32,5849,13087
2017.082,1582.68,5725,13713
2017.085,1582.02,5814,14050
2017.088,1581.3,5063,14050
2017.09,1580.59,5102,13963
2017.093,1579.88,5342,13950
2017.096,1579.11,5786,13775
2017.099,1578.42,5374,13535
2017.101,1577.7,6266,13737
2017.104,1576.94,6513,14398
2017.107,1576.12,6288,14796
2017.11,1575.23,5792,15029
2017.112,1574.32,5526,14967
2017.115,1573.42,5292,14631
2017.118,1572.45,5139,15204
2017.121,1571.47,5334,15504
2017.123,1570.33,3993,15773
2017.126,1569.16,3851,15990
2017.129,1567.93,3409,16276
2017.132,1566.96,3210,15870
2017.134,1565.66,4828,15618
2017.137,1564.61,3755,14650
2017.14,1563.58,4075,14763
2017.142,1562.58,4093,14470
2017.145,1561.65,5186,14835
2017.148,1560.66,5069,15341
2017.151,1559.52,4954,15825
2017.153,1558.42,6540,15757
2017.156,1557.3,6114,15500
2017.159,1556.19,6330,15631
2017.162,1554.94,5461,15936
2017.164,1553.6,4912,16140
2017.167,1552.25,4788,16100
2017.17,1550.96,5030,15840
2017.173,1549.55,3846,15660
2017.175,1548.16,3961,15609
2017.178,1546.76,3823,15554
2017.181,1545.41,3884,15196
2017.184,1544.39,5297,13844
2017.186,1543.72,6271,11885
2017.189,1542.97,5247,11532
2017.192,1542.21,4942,11310
2017.195,1541.42,4555,11175
2017.197,1540.52,4984,12525
2017.2,1539.52,5565,13429
2017.203,1538.41,6031,14138
2017.205,1537.16,5433,14563
2017.208,1535.87,5328,14750
2017.211,1534.57,5805,15299
2017.214,1533.21,5348,15281
2017.216,1531.75,5165,15828
2017.219,1530.58,5509,14055
2017.222,1529.54,5984,13580
2017.225,1528.53,5625,13001
2017.227,1527.65,6320,12748
2017.23,1526.78,6709,13062
2017.233,1525.88,6488,13062
2017.236,1525.02,6857,13138
2017.238,1524.19,6980,13043
2017.241,1523.74,8433,11718
2017.244,1523.56,8869,10184
2017.247,1523.6,10149,9857
2017.249,1523.71,10236,9432
2017.252,1523.93,10865,9259
2017.255,1524.12,10525,9138
2017.258,1524.24,9257,8380
2017.26,1524.3,9002,8564
2017.263,1524.49,9809,8422
2017.266,1524.8,10626,8361
2017.268,1525.5,13337,8224
2017.271,1526.2,13131,8018
2017.274,1526.53,10561,8151
2017.277,1526.95,11098,8031
2017.279,1527.3,10765,8209
2017.282,1527.68,10833,8058
2017.285,1528.25,11869,7705
2017.288,1528.95,12822,7710
2017.29,1529.72,13360,7736
2017.293,1530.4,13524,8558
2017.296,1531.23,15462,9399
2017.299,1532.4,18249,9705
2017.301,1534.03,23742,11836
2017.304,1536.01,28051,13590
2017.307,1537.13,22134,13954
2017.31,1538.67,25310,14062
2017.312,1540.36,26799,14068
2017.315,1541.91,27169,14182
2017.318,1543.37,26594,14359
2017.321,1544.36,23020,14724
2017.323,1544.68,18166,15485
2017.326,1544.92,17911,15900
2017.329,1544.58,17460,20309
2017.332,1543.39,13612,23584
2017.334,1542.28,14573,23874
2017.337,1540.89,12088,23735
2017.34,1539.55,13114,23859
2017.342,1538.34,15021,23858
2017.345,1537.12,15031,23942
2017.348,1535.88,14843,23900
2017.351,1534.63,14771,23900
2017.353,1534.32,21636,23900
2017.356,1534.15,21949,23191
2017.359,1533.96,20892,22280
2017.362,1533.86,21161,21891
2017.364,1533.91,21685,21320
2017.367,1534.46,25193,21176
2017.37,1534.8,25333,22849
2017.373,1535.23,25953,22813
2017.375,1536.29,30555,22813
2017.378,1537.62,32870,23156
2017.381,1538.65,29625,22102
2017.384,1539.71,29054,21312
2017.386,1540.87,30272,20863
2017.389,1541.95,28988,19940
2017.392,1543.08,29250,19781
2017.395,1544.22,28687,19133
2017.397,1545.3,28008,18959
2017.4,1546.34,27339,18625
2017.403,1547.18,25143,18104
2017.405,1548.89,29077,15502
2017.408,1550.44,29039,15297
2017.411,1551.91,28113,15796
2017.414,1553.32,28628,16812
2017.416,1554.37,27507,18708
2017.419,1555.39,24693,16147
2017.422,1556.16,23202,16749
2017.425,1557.04,24252,16879
2017.427,1558.35,27581,16603
2017.43,1559.76,28235,16420
2017.433,1561.25,30169,15188
2017.436,1562.78,31442,15567
2017.438,1564.22,31224,16281
2017.441,1565.45,30904,18142
2017.444,1566.53,30321,19115
2017.447,1567.5,29941,19875
2017.449,1567.34,18798,20458
2017.452,1566.86,17687,22667
2017.455,1566.8,22956,23579
2017.458,1566.36,22928,27493
2017.46,1565.54,21625,30134
2017.463,1564.9,23760,30400
2017.466,1564.5,26168,30319
2017.468,1564.15,26509,30140
2017.471,1564.17,30207,30000
2017.474,1564.17,29960,29960
2017.477,1564.1,29274,30000
2017.479,1564.04,29582,30205
2017.482,1563.94,28922,29955
2017.485,1564.06,31245,30000
2017.488,1564.5,34565,30000
2017.49,1565.22,36352,28881
2017.493,1566.52,37556,24067
2017.496,1567.98,35459,20310
2017.499,1569.32,34802,20897
2017.501,1570.9,38377,21983
2017.504,1572.35,37732,22686
2017.507,1574.04,41970,24435
2017.51,1575.66,44462,27652
2017.512,1577.35,45895,28359
2017.515,1578.85,44424,28860
2017.518,1580.21,44224,29670
2017.521,1581.29,43899,30421
2017.523,1583.1,53274,30684
2017.526,1584.96,51879,28666
2017.529,1586.89,50567,26480
2017.532,1588.73,51317,28354
2017.534,1590.56,52319,29479
2017.537,1592.31,21217,29376
2017.54,1594.5,57727,30396
2017.542,1596.6,56667,30458
2017.545,1598.92,58413,29459
2017.548,1601.1,58647,29500
2017.551,1603.56,63394,28354
2017.553,1605.77,59478,28000
2017.556,1607.82,56949,27750
2017.559,1609.77,55316,27541
2017.562,1612.04,58084,25751
2017.564,1614.45,58243,23917
2017.567,1616.85,58824,24638
2017.57,1618.98,55597,25258
2017.573,1620.97,55440,25278
2017.575,1622.87,55573,24949
2017.578,1624.88,57250,24809
2017.581,1627.66,69367,24558
2017.584,1631.08,79039,23917
2017.586,1633.77,62774,19418
2017.589,1636.06,55473,18562
2017.592,1638.63,59895,18472
2017.595,1641.28,62189,17232
2017.597,1645.06,82520,14963
2017.6,1648.16,73826,18422
2017.603,1649.9,50724,19626
2017.605,1651.54,52397,23087
2017.608,1653.39,58033,24968
2017.611,1654.75,49606,25300
2017.614,1656,47639,25300
2017.616,1657.23,47201,25219
2017.619,1658.1,40890,25340
2017.622,1658.68,35666,25300
2017.625,1659.24,34579,24571
2017.627,1659.84,34812,24088
2017.63,1660.98,45930,24000
2017.633,1662.38,47299,20054
2017.636,1663.26,39481,22356
2017.638,1664,35946,21545
2017.641,1664.62,33047,20982
2017.644,1665.3,33830,20597
2017.647,1666.39,43109,21897
2017.649,1667.36,39662,20785
2017.652,1668.05,32255,18827
2017.655,1668.58,32169,21855
2017.658,1668.91,29331,22909
2017.66,1669.28,29224,22024
2017.663,1669.64,28690,21685
2017.666,1669.97,29609,23187
2017.668,1670.73,34184,19393
2017.671,1671.66,32224,14125
2017.674,1672.36,32091,18469
2017.677,1672.66,25301,19463
2017.679,1672.73,21312,19950
2017.682,1672.86,23517,20987
2017.685,1673.03,25097,21788
2017.688,1673.15,25102,22767
2017.69,1673.02,22246,24776
2017.693,1672.73,21257,26901
2017.696,1672.51,23244,27525
2017.699,1672.15,21255,28261
2017.701,1671.76,20302,27891
2017.704,1671.35,19621,27600
2017.707,1670.93,19426,27600
2017.71,1670.46,18413,27559
2017.712,1669.97,18063,27600
2017.715,1669.43,17175,27683
2017.718,1669.05,17488,24883
2017.721,1668.78,17917,23171
2017.723,1668.39,16060,23650
2017.726,1668.1,17940,23583
2017.729,1668.39,25057,19414
2017.732,1668.88,28463,18927
2017.734,1669.38,29877,20147
2017.737,1669.38,20857,20857
2017.74,1669.49,23290,21150
2017.742,1669.42,20216,21578
2017.745,1669.5,23157,21600
2017.748,1669.37,18829,21359
2017.751,1669.01,14017,21022
2017.753,1668.8,16995,21082
2017.756,1668.57,16483,20959
2017.759,1668.23,14284,20900
2017.762,1667.92,14507,20541
2017.764,1667.54,12923,20318
2017.767,1667.22,14255,20482
2017.77,1666.94,14643,20092
2017.773,1666.66,14081,19529
2017.775,1666.25,10512,18491
2017.778,1666.02,13015,17491
2017.781,1665.79,11972,16449
2017.784,1665.65,12953,15677
2017.786,1665.42,11098,15574
2017.789,1665.24,10890,14393
2017.792,1665.2,11577,12355
2017.795,1665.15,10870,11843
2017.797,1665.05,9966,11912
2017.8,1664.89,9894,13008
2017.803,1664.74,10492,12438
2017.805,1664.76,11606,12189
2017.808,1664.69,10968,12331
2017.811,1664.6,10037,11788
2017.814,1664.48,9705,12040
2017.816,1664.3,8536,12039
2017.819,1664.18,9459,11794
2017.822,1664.02,9236,12350
2017.825,1663.88,9436,12161
2017.827,1663.74,8775,11500
2017.83,1663.62,9085,11420
2017.833,1663.42,8126,12018
2017.836,1663.27,9112,12031
2017.838,1663.08,8644,12341
2017.841,1662.9,8950,12453
2017.844,1662.72,9111,12614
2017.847,1662.48,7911,12581
2017.849,1662.29,8965,12663
2017.852,1662.07,8687,12968
2017.855,1661.78,8266,13910
2017.858,1661.47,7834,13927
2017.86,1661.19,8110,13559
2017.863,1660.87,7185,13412
2017.866,1660.58,7261,12904
2017.868,1660.32,7708,12768
2017.871,1659.99,6445,12850
2017.874,1659.69,7448,12810
2017.877,1659.39,7382,12743
2017.879,1659.1,7441,12625
2017.882,1658.75,6578,12832
2017.885,1658.43,7312,13032
2017.888,1658.06,6969,13582
2017.89,1657.75,7787,13327
2017.893,1657.42,6659,12564
2017.896,1657.14,7104,12108
2017.899,1656.85,6793,11975
2017.901,1656.56,6962,12146
2017.904,1656.25,7032,12572
2017.907,1655.93,7054,12773
2017.91,1655.5,5507,13192
2017.912,1655.08,6826,14332
