,Time,Levels(ft),Inflows(Cs),Disch(Cs)
4757,2012.022,1642.38,5419,16500
4758,2012.025,1641.84,6707,16358
4759,2012.027,1641.28,6374,16383
4760,2012.03,1640.66,5686,16767
4761,2012.033,1640.04,6020,17100
4762,2012.036,1639.37,6313,17183
4763,2012.038,1638.7,6260,17059
4764,2012.041,1638.22,9364,17100
4765,2012.044,1637.74,9089,16825
4766,2012.046,1637.25,8103,16000
4767,2012.049,1636.72,7539,16083
4768,2012.052,1636.2,7620,16000
4769,2012.055,1635.59,7085,16917
4770,2012.057,1634.95,6684,17000
4771,2012.06,1634.28,6201,17000
4772,2012.063,1633.61,6638,17437
4773,2012.066,1632.92,6421,17542
4774,2012.068,1632.18,6489,18416
4775,2012.071,1631.41,6050,18461
4776,2012.074,1630.6,5445,18500
4777,2012.077,1629.81,5909,18643
4778,2012.079,1628.97,5697,19236
4779,2012.082,1628.08,4876,19221
4780,2012.085,1627.2,5118,19300
4781,2012.087,1626.32,5115,19300
4782,2012.09,1625.42,4794,19300
4783,2012.093,1624.51,4854,19521
4784,2012.096,1623.57,5415,19666
4785,2012.098,1622.65,4490,19317
4786,2012.101,1621.74,4471,19139
4787,2012.104,1620.85,4480,18825
4788,2012.107,1620,5100,18800
4789,2012.109,1619.1,6380,19200
4790,2012.112,1618.2,6882,19700
4791,2012.115,1617.25,6207,19739
4792,2012.117,1616.28,5935,19750
4793,2012.12,1615.25,5407,20079
4794,2012.123,1614.29,6483,20157
4795,2012.126,1613.34,6430,19961
4796,2012.128,1612.41,6555,19803
4797,2012.131,1611.37,5555,20367
4798,2012.134,1610.31,5380,20479
4799,2012.137,1609.27,5587,20400
4800,2012.139,1608.25,5832,20360
4801,2012.142,1607.24,5739,20125
4802,2012.145,1606.3,6751,20140
4803,2012.148,1605.38,6681,19785
4804,2012.15,1604.37,5413,19800
4805,2012.153,1603.38,5700,19800
4806,2012.156,1602.35,5128,19800
4807,2012.158,1601.35,5557,19800
4808,2012.161,1600.29,4820,19918
4809,2012.164,1599.12,5656,20769
4810,2012.167,1598.1,8090,20821
4811,2012.169,1596.98,6922,20900
4812,2012.172,1595.83,6347,20900
4813,2012.175,1594.66,6260,20861
4814,2012.178,1593.8,10167,20900
4815,2012.18,1593.11,12289,20900
4816,2012.183,1592.15,8879,20860
4817,2012.186,1591.08,7425,20780
4818,2012.189,1589.96,6923,20900
4819,2012.191,1588.79,6217,20820
4820,2012.194,1587.62,6299,20900
4821,2012.197,1586.37,5300,20900
4822,2012.199,1585.18,6127,20980
4823,2012.202,1583.95,5550,20900
4824,2012.205,1582.72,5381,20981
4825,2012.208,1581.43,5049,20900
4826,2012.21,1580.14,4801,20900
4827,2012.213,1578.83,7012,20900
4828,2012.216,1577.65,8657,20900
4829,2012.219,1576.62,9439,20126
4830,2012.221,1575.6,9419,20004
4831,2012.224,1574.51,8690,20000
4832,2012.227,1573.44,8897,20000
4833,2012.23,1572.35,8651,19960
4834,2012.232,1571.22,8355,20081
4835,2012.235,1570.2,9295,19879
4836,2012.238,1569.18,9417,20000
4837,2012.24,1568.05,8275,20000
4838,2012.243,1566.82,7317,20080
4839,2012.246,1565.56,6926,20000
4840,2012.249,1564.5,8096,19095
4841,2012.251,1563.63,10033,19060
4842,2012.254,1562.95,12044,19100
4843,2012.257,1562.22,11525,19100
4844,2012.26,1561.51,11692,19059
4845,2012.262,1560.72,10903,19100
4846,2012.265,1559.98,11460,19100
4847,2012.268,1559.1,11727,19100
4848,2012.27,1558.24,11935,19141
4849,2012.273,1557.84,12631,15983
4850,2012.276,1557.75,12015,12769
4851,2012.279,1557.82,13276,12689
4852,2012.281,1557.79,12148,12400
4853,2012.284,1557.62,10926,12350
4854,2012.287,1557.45,10054,11484
4855,2012.29,1557.3,9308,10565
4856,2012.292,1557.08,8733,10577
4857,2012.295,1556.86,9025,10867
4858,2012.298,1556.61,8805,10900
4859,2012.301,1556.34,8442,10705
4860,2012.303,1556.32,9315,9482
4861,2012.306,1556.37,10058,9639
4862,2012.309,1556.68,12079,9482
4863,2012.311,1556.94,11778,9600
4864,2012.314,1557.25,12198,9600
4865,2012.317,1557.35,11703,10865
4866,2012.32,1557.36,12812,12728
4867,2012.322,1557.4,12913,12578
4868,2012.325,1557.37,12920,13171
4869,2012.328,1557.13,12259,14271
4870,2012.331,1556.81,11820,14500
4871,2012.333,1556.1,11317,17267
4872,2012.336,1555.27,10684,17639
4873,2012.339,1554.07,10043,20098
4874,2012.342,1552.79,9334,20060
4875,2012.344,1551.6,10050,20022
4876,2012.347,1550.45,10464,20100
4877,2012.35,1549.4,11380,20178
4878,2012.352,1548.56,12943,19982
4879,2012.355,1547.85,14269,20289
4880,2012.358,1547.28,15323,20100
4881,2012.361,1546.72,15948,20640
4882,2012.363,1546.14,15739,20600
4883,2012.366,1545.59,15913,20521
4884,2012.369,1544.9,14897,20679
4885,2012.372,1544.08,14889,21760
4886,2012.374,1543.27,14688,21475
4887,2012.377,1542.58,15902,21684
4888,2012.38,1542.08,17410,21600
4889,2012.383,1541.6,17578,21600
4890,2012.385,1541.04,16907,21600
4891,2012.388,1540.43,16489,21600
4892,2012.391,1539.65,15440,21600
4893,2012.393,1538.68,14516,21600
4894,2012.396,1537.94,16153,21558
4895,2012.399,1537.63,19378,21642
4896,2012.402,1537.82,22904,21516
4897,2012.404,1538,22915,21600
4898,2012.407,1538.06,22122,21684
4899,2012.41,1538.2,22623,21600
4900,2012.413,1538.85,26347,21600
4901,2012.415,1539.32,26331,28899
4902,2012.418,1539.92,28733,24351
4903,2012.421,1540.45,29073,24717
4904,2012.423,1540.67,26844,25000
4905,2012.426,1540.71,25414,25079
4906,2012.429,1540.79,25749,25079
4907,2012.432,1540.55,22989,25000
4908,2012.434,1540.13,21480,25000
4909,2012.437,1538.95,16242,25000
4910,2012.44,1537.57,14921,25000
4911,2012.443,1536.2,14994,25000
4912,2012.445,1534.66,14961,26209
4913,2012.448,1533.34,17934,27575
4914,2012.451,1532.06,18626,27975
4915,2012.454,1530.83,18936,27919
4916,2012.456,1529.46,18411,28418
4917,2012.459,1528.42,21324,28919
4918,2012.462,1527.94,25984,29490
4919,2012.464,1527.76,28127,29441
4920,2012.467,1527.62,29101,30124
4921,2012.47,1527.54,29499,30083
4922,2012.473,1527.88,32025,29542
4923,2012.475,1528.77,35960,29459
4924,2012.478,1530.1,39259,29541
4925,2012.481,1531.88,42501,29500
4926,2012.484,1533.31,39986,29542
4927,2012.486,1534.25,36241,29375
4928,2012.489,1534.5,31285,29459
4929,2012.492,1534.58,30267,29683
4930,2012.495,1534.7,30577,29700
4931,2012.497,1534.85,30612,29517
4932,2012.5,1535.2,32056,29500
4933,2012.503,1536.03,35728,29666
4934,2012.505,1537.29,38661,29458
4935,2012.508,1539,41494,29459
4936,2012.511,1540.56,41497,29500
4937,2012.514,1541.51,37460,29500
4938,2012.516,1543.09,42739,29500
4939,2012.519,1544.36,38685,28042
4940,2012.522,1545.22,35765,28559
4941,2012.525,1546.14,35924,28216
4942,2012.527,1546.99,34897,27775
4943,2012.53,1548.07,35822,26771
4944,2012.533,1549.44,37980,26500
4945,2012.536,1550.54,35717,26500
4946,2012.538,1551.15,31611,26500
4947,2012.541,1551.63,28599,24577
4948,2012.544,1552.2,27654,22877
4949,2012.546,1553.18,30997,22786
4950,2012.549,1554.37,33736,23763
4951,2012.552,1555.65,34408,26383
4952,2012.555,1556.74,32551,23417
4953,2012.557,1557.56,30107,23236
4954,2012.56,1558.92,34500,23104
4955,2012.563,1560.75,40232,23400
4956,2012.566,1562.92,45332,22815
4957,2012.568,1564.72,41566,22889
4958,2012.571,1566.36,40323,23306
4959,2012.574,1567.93,39665,23375
4960,2012.577,1569.9,41760,21318
4961,2012.579,1572.13,46052,22913
4962,2012.582,1574.31,45218,22598
4963,2012.585,1576.8,48926,23089
4964,2012.587,1579.52,50762,22538
4965,2012.59,1582.32,56710,22775
4966,2012.593,1585.1,57809,23115
4967,2012.596,1586.88,45890,23675
4968,2012.598,1588.11,39051,23700
4969,2012.601,1589.23,37858,23880
4970,2012.604,1590.33,38686,23958
4971,2012.607,1591.6,39358,23508
4972,2012.609,1592.78,38127,23400
4973,2012.612,1593.85,36529,23175
4974,2012.615,1594.96,36858,23005
4975,2012.617,1595.95,35444,23089
4976,2012.62,1597.05,36517,22788
4977,2012.623,1598.4,39365,22517
4978,2012.626,1599.77,39918,22819
4979,2012.628,1601.3,44750,23363
4980,2012.631,1603.1,46863,21225
4981,2012.634,1606.18,63514,19643
4982,2012.637,1608.36,53949,22898
4983,2012.639,1610.93,59674,23069
4984,2012.642,1614.5,73608,22758
4985,2012.645,1616.95,56275,21378
4986,2012.648,1619.33,53157,19258
4987,2012.65,1622.6,69405,17954
4988,2012.653,1625.12,57912,17296
4989,2012.656,1627.29,52970,17993
4990,2012.658,1629.2,47970,17186
4991,2012.661,1630.85,43483,16889
4992,2012.664,1632.32,40168,16475
4993,2012.667,1633.72,39238,16674
4994,2012.669,1634.9,37041,18021
4995,2012.672,1635.91,35325,19046
4996,2012.675,1637.09,38420,19400
4997,2012.678,1638.2,36559,18669
4998,2012.68,1639.56,39956,18036
4999,2012.683,1640.96,42609,18360
5000,2012.686,1642.3,43154,19205
5001,2012.689,1643.61,42370,18957
5002,2012.691,1644.6,36643,18950
5003,2012.694,1645.43,33905,19071
5004,2012.697,1646.18,33148,19744
5005,2012.699,1646.98,34637,20339
5006,2012.702,1647.8,35498,20843
5007,2012.705,1648.79,37688,19993
5008,2012.708,1649.55,32574,18992
5009,2012.71,1650.39,34078,19065
5010,2012.713,1651.32,33214,16594
5011,2012.716,1653.84,58554,14267
5012,2012.719,1654.92,32658,13357
5013,2012.721,1655.83,29714,13450
5014,2012.724,1656.45,24704,13623
5015,2012.727,1657.07,24598,13818
5016,2012.73,1657.52,22499,14457
5017,2012.732,1657.64,18781,16636
5018,2012.735,1657.6,17314,18029
5019,2012.738,1657.49,17073,19038
5020,2012.74,1657.47,18942,19300
5021,2012.743,1657.52,20357,19464
5022,2012.746,1657.44,18380,19809
5023,2012.749,1657.24,16563,20138
5024,2012.751,1657,15953,20242
5025,2012.754,1656.76,16277,20566
5026,2012.757,1656.5,16095,20742
5027,2012.76,1656.2,15438,20800
5028,2012.762,1655.85,14888,21142
5029,2012.765,1655.47,13958,20750
5030,2012.768,1655.08,13688,20658
5031,2012.77,1654.68,13635,20784
5032,2012.773,1654.24,12674,20538
5033,2012.776,1653.84,12414,19562
5034,2012.779,1653.55,11725,16908
5035,2012.781,1653.22,11751,17650
5036,2012.784,1652.88,11600,17676
5037,2012.787,1652.66,11267,15200
5038,2012.79,1652.68,10429,10071
5039,2012.792,1652.81,11035,8711
5040,2012.795,1652.93,10739,8595
5041,2012.798,1653.04,10275,8308
5042,2012.801,1653.18,10802,8300
5043,2012.803,1653.27,9908,8300
5044,2012.806,1653.35,9644,8213
5045,2012.809,1653.42,9507,8257
5046,2012.811,1653.5,9730,8300
5047,2012.814,1653.6,9914,8127
5048,2012.817,1653.67,9426,8175
5049,2012.82,1653.75,9476,8045
5050,2012.822,1653.76,9203,9025
5051,2012.825,1653.83,9193,7942
5052,2012.828,1653.9,9234,7983
5053,2012.831,1653.94,8615,7900
5054,2012.833,1654,8930,7858
5055,2012.836,1654.04,8615,7900
5056,2012.839,1653.93,8331,10297
5057,2012.842,1653.74,8022,11417
5058,2012.844,1653.49,7153,11621
5059,2012.847,1653.18,7459,13000
5060,2012.85,1652.9,7954,12959
5061,2012.852,1652.55,8091,14346
5062,2012.855,1652.16,7688,14659
5063,2012.858,1651.72,7307,15170
5064,2012.861,1651.32,7647,14796
5065,2012.863,1650.9,7227,14733
5066,2012.866,1650.46,7128,14992
5067,2012.869,1649.94,6932,16225
5068,2012.872,1649.5,7369,15233
5069,2012.874,1649.06,7682,15546
5070,2012.877,1648.62,7644,15508
5071,2012.88,1648.15,7459,15858
5072,2012.883,1647.67,7104,15684
5073,2012.885,1647.17,6864,15800
5074,2012.888,1646.69,6980,15558
5075,2012.891,1646.19,7022,15958
5076,2012.893,1645.67,6559,15853
5077,2012.896,1645.18,6951,15708
5078,2012.899,1644.68,6845,15781
5079,2012.902,1644.17,6726,15841
5080,2012.904,1643.58,5569,16113
5081,2012.907,1643.03,6433,16263
5082,2012.91,1642.43,5816,16540
5083,2012.913,1641.85,6406,16771
5084,2012.915,1641.26,6322,16868
5085,2012.918,1640.65,6137,17038
5086,2012.921,1640.04,5859,16761
5087,2012.923,1639.43,7131,17033
5088,2012.926,1638.8,7106,17261
5089,2012.929,1638.15,7271,17747
5090,2012.932,1637.45,6564,17846
5091,2012.934,1636.77,6978,17939
5092,2012.937,1636.1,7102,17900
5093,2012.94,1635.43,6868,17667
5094,2012.943,1634.78,6648,17126
5095,2012.945,1634.24,6790,15492
5096,2012.948,1633.66,5814,15163
5097,2012.951,1633.12,6027,14731
5098,2012.954,1632.68,5919,13010
5099,2012.956,1632.31,6248,12212
5100,2012.959,1631.96,6087,11728
5101,2012.962,1631.62,6654,12134
5102,2012.964,1631.32,7157,11993
5103,2012.967,1630.96,6766,12568
5104,2012.97,1630.5,5817,13231
5105,2012.973,1630.01,5815,13713
5106,2012.975,1629.49,5811,14192
5107,2012.978,1628.88,4866,14699
5108,2012.981,1628.28,5471,15141
5109,2012.984,1627.63,4858,15333
5110,2012.986,1627,5186,15341
5111,2012.989,1626.35,5154,15631
5112,2012.992,1625.73,5068,15061
5113,2012.995,1625.14,5334,14843
5114,2012.997,1624.49,4934,15411
5115,2013,1623.8,4656,15778
5116,2013.003,1623.14,5021,15658
5117,2013.005,1622.46,5201,16161
5118,2013.008,1621.75,4664,16108
5119,2013.011,1621.02,4623,16389
5120,2013.014,1620.3,4526,16131
5121,2013.016,1619.52,4578,16250
5122,2013.019,1618.73,4998,16250
5123,2013.022,1617.98,5496,16179
5124,2013.025,1617.26,5595,15850
5125,2013.027,1616.51,5162,15845
5126,2013.03,1615.78,5424,15821
5127,2013.033,1615.05,5260,15659
5128,2013.036,1614.32,5382,15780
5129,2013.038,1613.57,5304,15986
5130,2013.041,1612.8,5147,16115
5131,2013.044,1612.01,4932,16185
5132,2013.047,1611.25,5223,16047
5133,2013.049,1610.8,9576,15986
5134,2013.052,1610.3,7772,14894
5135,2013.055,1609.78,6261,13667
5136,2013.058,1609.18,5638,14185
5137,2013.06,1608.56,5439,14269
5138,2013.063,1607.92,5191,14308
5139,2013.066,1607.26,5080,14480
5140,2013.068,1606.62,5184,14300
5141,2013.071,1605.96,4831,14232
5142,2013.074,1605.24,4255,14510
5143,2013.077,1604.56,4673,14359
5144,2013.079,1603.89,4857,14400
5145,2013.082,1603.16,4710,15108
5146,2013.085,1602.38,4748,15858
5147,2013.088,1601.58,4506,15900
5148,2013.09,1600.76,4191,15871
5149,2013.093,1599.95,4421,15871
5150,2013.096,1599.44,6012,12377
5151,2013.099,1599.55,12020,10647
5152,2013.101,1600.05,16735,10407
5153,2013.104,1599.88,9819,12029
5154,2013.107,1599.51,8131,12748
5155,2013.11,1599.06,7305,12921
5156,2013.112,1598.6,6877,12619
5157,2013.115,1598.1,7039,13279
5158,2013.118,1597.46,6280,14267
5159,2013.121,1596.77,6694,15305
5160,2013.123,1596.19,6572,13811
5161,2013.126,1595.65,7478,14218
5162,2013.129,1595.27,7302,12044
5163,2013.132,1594.97,6774,10818
5164,2013.134,1594.64,6716,10835
5165,2013.137,1594.37,7340,10709
5166,2013.14,1594,6540,11158
5167,2013.142,1593.55,6008,11624
5168,2013.145,1593.25,7009,10753
5169,2013.148,1593.2,8389,9013
5170,2013.151,1593.25,9124,8500
5171,2013.153,1593.17,7704,8702
5172,2013.156,1593.05,7002,8500
5173,2013.159,1593.1,8685,8061
5174,2013.162,1593.05,8151,8775
5175,2013.164,1592.92,7503,9125
5176,2013.167,1592.71,7600,10221
5177,2013.17,1592.51,7801,10297
5178,2013.173,1592.2,7768,11637
5179,2013.175,1591.85,8122,12491
5180,2013.178,1591.49,8381,12874
5181,2013.181,1591.04,8008,13624
5182,2013.184,1590.57,8386,14251
5183,2013.186,1589.98,8317,15681
5184,2013.189,1589.38,8854,16342
5185,2013.192,1588.66,7900,16886
5186,2013.195,1587.9,7748,17233
5187,2013.197,1587.17,8049,17159
5188,2013.2,1586.53,8920,16908
5189,2013.203,1585.98,9407,16272
5190,2013.205,1585.4,9035,16273
5191,2013.208,1584.7,8020,16756
5192,2013.211,1583.91,7587,17446
5193,2013.214,1583.1,7606,17715
5194,2013.216,1582.26,7996,18479
5195,2013.219,1581.24,8413,21144
5196,2013.222,1578.48,15914,22141
5197,2013.225,1579.08,10849,22142
5198,2013.227,1578.48,15914,22141
5199,2013.23,1577.64,13551,22266
5200,2013.233,1576.71,12326,21976
5201,2013.236,1575.78,12124,21775
5202,2013.238,1574.74,10474,21265
5203,2013.241,1574.25,10122,15206
5204,2013.244,1573.77,10940,15921
5205,2013.247,1573.18,10345,16466
5206,2013.249,1572.57,10195,16525
5207,2013.252,1572.05,11243,16638
5208,2013.255,1571.55,11561,16750
5209,2013.258,1570.91,10668,17308
5210,2013.26,1570.14,9491,17481
5211,2013.263,1569.36,9102,17195
5212,2013.266,1568.7,10151,17000
5213,2013.268,1568.09,10133,16462
5214,2013.271,1568.07,11478,11686
5215,2013.274,1568.5,12659,8197
5216,2013.277,1568.92,12085,7726
5217,2013.279,1569.16,10304,7814
5218,2013.282,1569.38,10351,8069
5219,2013.285,1569.7,11676,8356
5220,2013.288,1570.04,11229,7701
5221,2013.29,1570.59,13467,7760
5222,2013.293,1571.08,12894,7810
5223,2013.296,1571.6,12931,7535
5224,2013.299,1571.96,11396,7660
5225,2013.301,1572.35,11667,7620
5226,2013.304,1572.7,11251,7620
5227,2013.307,1573.06,11486,7750
5228,2013.31,1573.45,11839,7793
5229,2013.312,1573.83,13573,9630
5230,2013.315,1574.31,15351,10370
5231,2013.318,1574.47,15639,13980
5232,2013.321,1574.32,15919,17474
5233,2013.323,1573.86,14120,18893
5234,2013.326,1573.26,14353,20579
5235,2013.329,1572.59,15572,22524
5236,2013.332,1571.74,14434,23255
5237,2013.334,1570.7,14617,25408
5238,2013.337,1569.51,13646,25993
5239,2013.34,1568.21,13151,26640
5240,2013.342,1566.9,13407,27000
5241,2013.345,1565.58,13260,26957
5242,2013.348,1564.31,13866,27043
5243,2013.351,1563,13407,27000
5244,2013.353,1561.9,15673,27087
5245,2013.356,1561.27,21293,27831
5246,2013.359,1560.58,20885,28044
5247,2013.362,1560.24,21192,24720
5248,2013.364,1559.55,17765,24026
5249,2013.367,1558.94,18705,23817
5250,2013.37,1558.3,18213,23575
5251,2013.373,1557.66,18079,23442
5252,2013.375,1557.3,18832,21849
5253,2013.378,1557.45,22333,21076
5254,2013.381,1558.1,27026,21579
5255,2013.384,1559.15,30254,21456
5256,2013.386,1560.28,31615,21587
5257,2013.389,1561.9,38180,21370
5258,2013.392,1563.72,40523,21638
5259,2013.395,1565.72,41624,20872
5260,2013.397,1567.45,44684,26630
5261,2013.4,1569.07,45662,28956
5262,2013.403,1570.56,44418,28957
5263,2013.405,1571.22,35848,29000
5264,2013.408,1571.3,29830,29000
5265,2013.411,1571.1,26925,29000
5266,2013.414,1570.65,24331,29000
5267,2013.416,1570.83,31867,30000
5268,2013.419,1571.8,41858,31793
5269,2013.422,1573.51,49615,31871
5270,2013.425,1575.1,49763,33265
5271,2013.427,1576.85,51159,33000
5272,2013.43,1578.56,50743,33000
5273,2013.433,1579.87,48308,34715
5274,2013.436,1581.13,51046,36343
5275,2013.438,1582.74,57818,36976
5276,2013.441,1585.12,67880,38177
5277,2013.444,1587.46,67198,37994
5278,2013.447,1589.05,57790,37946
5279,2013.449,1590.44,55347,38000
5280,2013.452,1591.29,48220,37612
5281,2013.455,1592.77,55917,38085
5282,2013.458,1593.5,46580,37470
5283,2013.46,1595.04,55262,36043
5284,2013.463,1595.96,46232,34750
5285,2013.466,1596.35,35658,30790
5286,2013.468,1596.75,31104,26112
5287,2013.471,1597.13,33332,28590
5288,2013.474,1597.54,36655,31538
5289,2013.477,1598.37,43063,32704
5290,2013.479,1599.92,52128,32783
5291,2013.482,1602.16,64894,33130
5292,2013.485,1605.13,74483,32180
5293,2013.488,1608.01,73732,32710
5294,2013.49,1610.53,68161,32267
5295,2013.493,1612.84,65405,32502
5296,2013.496,1614.67,61078,35013
5297,2013.499,1616.24,56854,34490
5298,2013.501,1617.72,55830,34750
5299,2013.504,1619.02,52895,34379
5300,2013.507,1620.28,54008,35536
5301,2013.51,1621.78,61640,37464
5302,2013.512,1623.85,70532,37168
5303,2013.515,1626.14,73312,36401
5304,2013.518,1628.32,71602,36467
5305,2013.521,1629.87,62150,37167
5306,2013.523,1631.1,56992,37166
5307,2013.526,1631.98,51266,37083
5308,2013.529,1632.79,50229,37173
5309,2013.532,1633.6,50141,37086
5310,2013.534,1634.32,48604,37000
5311,2013.537,1635.35,53899,37297
5312,2013.54,1636.44,54553,36984
5313,2013.542,1637.3,51724,37863
5314,2013.545,1638.17,50695,36673
5315,2013.548,1639.03,50745,36883
5316,2013.551,1640.55,61837,36998
5317,2013.553,1641.4,51885,36694
5318,2013.556,1642.36,52832,35675
5319,2013.559,1643.28,52810,36367
5320,2013.562,1644.36,55907,36605
5321,2013.564,1645.34,54015,36500
5322,2013.567,1646.09,50029,36625
5323,2013.57,1646.7,47360,36458
5324,2013.573,1647.23,45971,36500
5325,2013.575,1647.87,47814,36375
5326,2013.578,1648.5,47760,36500
5327,2013.581,1648.98,45079,36500
5328,2013.584,1649.53,46254,36425
5329,2013.586,1650.19,48187,36391
5330,2013.589,1650.93,48351,35126
5331,2013.592,1651.43,44727,35791
5332,2013.595,1652.09,47717,35921
5333,2013.597,1652.94,49942,34751
5334,2013.6,1653.68,46180,32954
5335,2013.603,1654.88,56718,35713
5336,2013.605,1656.45,59669,31773
5337,2013.608,1657.38,47794,31173
5338,2013.611,1658.3,47577,31134
5339,2013.614,1659.45,51553,31000
5340,2013.616,1660.51,50754,31000
5341,2013.619,1661.74,54845,30910
5342,2013.622,1662.79,51750,31316
5343,2013.625,1663.83,51645,31406
5344,2013.627,1664.72,48546,31226
5345,2013.63,1665.73,50970,31315
5346,2013.633,1666.66,49099,31000
5347,2013.636,1667.48,46866,30909
5348,2013.638,1668.56,52154,31136
5349,2013.641,1669.5,49337,31045
5350,2013.644,1670.36,47737,31000
5351,2013.647,1671.24,48125,31000
5352,2013.649,1672.09,47541,31000
5353,2013.652,1672.85,45655,30865
5354,2013.655,1673.45,42767,31090
5355,2013.658,1674.1,43506,31045
5356,2013.66,1674.55,39576,30819
5357,2013.663,1674.96,39025,31046
5358,2013.666,1675.57,42871,31000
5359,2013.668,1675.98,38933,30954
5360,2013.671,1676.18,33393,29500
5361,2013.674,1676.42,31753,27083
5362,2013.677,1676.59,31058,27750
5363,2013.679,1676.73,28612,25887
5364,2013.682,1676.9,27683,24375
5365,2013.685,1677.13,27997,23521
5366,2013.688,1677.67,34138,23630
5367,2013.69,1677.82,26183,23264
5368,2013.693,1677.93,25943,23802
5369,2013.696,1678,25206,23843
5370,2013.699,1678.16,26827,23713
5371,2013.701,1678.29,25826,23297
5372,2013.704,1678.32,24348,23764
5373,2013.707,1678.45,25332,22802
5374,2013.71,1678.55,22452,20506
